,Name,Property_Type,Bedrooms,Baths,Balcony,City,Location,Total_Area,Price_per_SQFT,Price,Property Title,Area_type,Segment_type
130,Brigade 7 Gardens,Flat,3 BHK,3,Yes,Bangalore,"Happy Valley Layout, Subramanyapura,Bangalore",1603,7300,11700000,"3 BHK Flat for sale in Subramanyapura, Bangalore",Mid sized Property,Mid Segment
131,Sattva Kings Domain,Villa,5 BHK,5,Yes,Bangalore,"Nagavarapalya, C V Raman Nagar,Bangalore",4500,16000,72000000,"5 BHK Villa for sale in C V Raman Nagar, Bangalore",Large Property,Luxury Segment
132,Brigade 7 Gardens,Flat,3 BHK,3,Yes,Bangalore,"Happy Valley Layout, Subramanyapura,Bangalore",1425,9470,13500000,"3 BHK Flat for sale in Subramanyapura, Bangalore",Mid sized Property,Mid Segment
133,L&T Raintree Boulevard,Flat,3 BHK,3,Yes,Bangalore,"Shabhari Nagar, Sahakara Nagar,Bangalore",1645,12800,21100000,"3 BHK Flat for sale in Sahakara Nagar, Bangalore",Mid sized Property,Mid Segment
134,Mana Uber Verdant II by Mana Projects Pvt. Ltd.,Flat,2 BHK,3,Yes,Bangalore,"Mattanahalli, Bangalore",1285,8560,11000000,"2 BHK Flat for sale in Mattanahalli, Bangalore",Mid sized Property,Mid Segment
135,Century Ethos,Flat,3 BHK,2,Yes,Bangalore,"Chamundi Nagar, Hebbal,Bangalore",3125,12640,39500000,"3 BHK Flat for sale in Hebbal, Bangalore",Mid-Large sized Property,Luxury Segment
136,Brigade 7 Gardens,Flat,3 BHK,3,Yes,Bangalore,"Eshwara Nagar, Banashankari,Bangalore",1608,8080,13000000,"3 BHK Flat for sale in Banashankari, Bangalore",Mid sized Property,Mid Segment
137,Prestige West Woods,Flat,4 BHK,4,Yes,Bangalore,"Gopalapura, Binnipete,Bangalore",2570,14470,37200000,"4 BHK Flat for sale in Binnipete, Bangalore",Mid-Large sized Property,Luxury Segment
138,Prestige Jindal City by Prestige Estates Projects Ltd.,Flat,4 BHK,4,Yes,Bangalore,"Manjunatha Nagar, Bagalakunte,Bangalore",2171,7920,17200000,"4 BHK Flat for sale in Bagalakunte, Bangalore",Mid-Large sized Property,Mid Segment
139,Arsis Green Hills,Flat,3 BHK,3,Yes,Bangalore,"Hampapura, Bangalore",1735,6630,11500000,"3 BHK Flat for sale in Hampapura, Bangalore",Mid sized Property,Mid Segment
140,Hiranandani Devanahalli Villa,Villa,4 BHK,1,Yes,Bangalore,"Chikkasanne, Bangalore",3800,10130,38500000,"4 BHK Villa for sale in Chikkasanne, Bangalore",Large Property,Luxury Segment
141,Godrej 24 by Godrej Properties Ltd. ,Flat,3 BHK,3,No,Bangalore,"Mattanahalli, Bangalore",1554,6760,10500000,"3 BHK Flat for sale in Mattanahalli, Bangalore",Mid sized Property,Mid Segment
142,Prestige Jindal City,Flat,3 BHK,3,No,Bangalore,"Manjunatha Nagar, Bagalakunte,Bangalore",1373,7650,10500000,"3 BHK Flat for sale in Bagalakunte, Bangalore",Mid sized Property,Mid Segment
143,Prestige Woodland Park by Prestige Estates Projects Ltd.,Flat,2 BHK,3,Yes,Bangalore,"Dodda Banaswadi, Bangalore",1405,14090,19800000,"2.5 BHK Flat for sale in Dodda Banaswadi, Bangalore",Mid sized Property,Mid Segment
144,Kethana Eternal Blossom,Flat,3 BHK,3,Yes,Bangalore,"Kadubeesanahalli, Bangalore",1700,6060,10300000,"3 BHK Flat for sale in Kadubeesanahalli, Bangalore",Mid sized Property,Mid Segment
145,Sobha Indraprastha by Sobha Limited,Flat,3 BHK,4,Yes,Bangalore,"Siddaramana Dinne, Rajajinagar,Bangalore",2030,14040,28500000,"3 BHK Flat for sale in Rajajinagar, Bangalore",Mid-Large sized Property,Mid Segment
146,Sobha Sapphire,Flat,2 BHK,3,Yes,Bangalore,"Amrutahalli, Bangalore",1380,8700,12000000,"2 BHK Flat for sale in Amrutahalli, Bangalore",Mid sized Property,Mid Segment
147,Sri Nilaya,Flat,3 BHK,3,No,Bangalore,"Malleswaram, Bangalore",1200,15000,18000000,"3 BHK Flat for sale in Malleswaram, Bangalore",Mid sized Property,Mid Segment
148,The Icon,Flat,3 BHK,3,Yes,Bangalore,"Manayata Tech Park, Thanisandra,Bangalore",1996,7760,15500000,"3 BHK Flat for sale in Thanisandra, Bangalore",Mid sized Property,Mid Segment
149,Sattva East Crest,Flat,3 BHK,3,No,Bangalore,"Konadasapura, Bangalore",1527,7860,12000000,"3 BHK Flat for sale in Konadasapura, Bangalore",Mid sized Property,Mid Segment
150,Rohan Avriti,Flat,2 BHK,3,Yes,Bangalore,"Kaveri Nagar, Krishnarajapura,Bangalore",1205,10370,12500000,"2 BHK Flat for sale in Krishnarajapura, Bangalore",Mid sized Property,Mid Segment
151,Brigade Gardenia,Flat,3 BHK,3,Yes,Bangalore,"7th Phase, JP Nagar,Bangalore",1630,10430,17000000,"3 BHK Flat for sale in JP Nagar, Bangalore",Mid sized Property,Mid Segment
152,NR Orchid Gardenia,Flat,4 BHK,5,Yes,Bangalore,"Rachenahalli, Jakkur,Bangalore",4895,8170,40000000,"4 BHK Flat for sale in Jakkur, Bangalore",Large Property,Luxury Segment
153,Citilights Rustique by Citilights Properties Builders,Flat,3 BHK,4,Yes,Bangalore,"Dodsworth Layout, Whitefield,Bangalore",2700,10630,28700000,"3 BHK Flat for sale in Whitefield, Bangalore",Mid-Large sized Property,Mid Segment
154,Hoysala Hoysala Ace,Flat,3 BHK,3,No,Bangalore,"Sahakara Nagar, Bangalore",1450,9310,13500000,"3 BHK Flat for sale in Sahakara Nagar, Bangalore",Mid sized Property,Mid Segment
155,Hoysala Hoysala Ace,Flat,3 BHK,3,No,Bangalore,"Sahakara Nagar, Bangalore",1450,8960,13000000,"3 BHK Flat for sale in Sahakara Nagar, Bangalore",Mid sized Property,Mid Segment
156,YPR RESIDENCY,Flat,2 BHK,3,Yes,Bangalore,"Narayanapura, Bangalore",1102,9070,10000000,"2 BHK Flat for sale in Narayanapura, Bangalore",Mid sized Property,Mid Segment
157,Sobha Jade Apartments,Flat,3 BHK,3,Yes,Bangalore,"Jakkuru Village, Jakkur,Bangalore",1802,8880,16000000,"3 BHK Flat for sale in Jakkur, Bangalore",Mid sized Property,Mid Segment
158,Sumuka Residency,Flat,3 BHK,3,No,Bangalore,"Akshayanagara East, Akshayanagar,Bangalore",1530,7190,11000000,"3 BHK Flat for sale in Akshayanagar, Bangalore",Mid sized Property,Mid Segment
159,Appaswamy Springs,Flat,3 BHK,3,No,Bangalore,"Siddaramana Dinne, Rajajinagar,Bangalore",1326,12820,17000000,"3 BHK Flat for sale in Rajajinagar, Bangalore",Mid sized Property,Mid Segment
160,Kristal Tiara,Villa,4 BHK,4,Yes,Bangalore,"Bellandur, Bangalore",2125,14120,30000000,"4 BHK Villa for sale in Bellandur, Bangalore",Mid-Large sized Property,Mid Segment
161,Sashank Advaith by Sashank Constructions,Flat,3 BHK,3,Yes,Bangalore,"Choodasandra, Bangalore",1650,7270,12000000,"3 BHK Flat for sale in Choodasandra, Bangalore",Mid sized Property,Mid Segment
162,Krishna Wilson Vintage by Sai Krishna Constructions,Flat,3 BHK,2,Yes,Bangalore,"Chinnayanpalya, Wilson Garden,Bangalore",3000,6170,18500000,"3 BHK Flat for sale in Wilson Garden, Bangalore",Mid-Large sized Property,Mid Segment
163,Wise Golden Rays by Wise Builders and Developers,Flat,3 BHK,3,Yes,Bangalore,"Devarachikkana Halli, Bangalore",1575,9520,15000000,"3 BHK Flat for sale in Devarachikkana Halli, Bangalore",Mid sized Property,Mid Segment
164,Wise Golden Rays by Wise Builders and Developers,Flat,3 BHK,3,No,Bangalore,"Devarachikkana Halli, Bangalore",1575,9520,15000000,"3 BHK Flat for sale in Devarachikkana Halli, Bangalore",Mid sized Property,Mid Segment
165,Paras Manyata Apartment,Flat,3 BHK,3,Yes,Bangalore,"Manayata Tech Park, Thanisandra,Bangalore",1665,6610,11000000,"3 BHK Flat for sale in Thanisandra, Bangalore",Mid sized Property,Mid Segment
166,Sai Purvi Symphony,Flat,2 BHK,3,Yes,Bangalore,"Thippasandra, Bangalore",1285,11670,15000000,"2 BHK Flat for sale in Thippasandra, Bangalore",Mid sized Property,Mid Segment
167,Golden Pearl,Villa,3 BHK,4,Yes,Bangalore,"Attibele, Bangalore",2345,5840,13700000,"3 BHK Villa for sale in Attibele, Bangalore",Mid-Large sized Property,Mid Segment
168,Mantri Splendor by Mantri Developers,Flat,3 BHK,3,No,Bangalore,"Vadarpalya, Hennur,Bangalore",1575,7300,11500000,"3 BHK Flat for sale in Hennur, Bangalore",Mid sized Property,Mid Segment
169,Sobha Amber by Sobha Limited,Flat,3 BHK,3,Yes,Bangalore,"Rachenahalli, Jakkur,Bangalore",1900,7370,14000000,"3 BHK Flat for sale in Jakkur, Bangalore",Mid sized Property,Mid Segment
170,Century Breeze,Flat,2 BHK,3,Yes,Bangalore,"Rachenahalli, Jakkur,Bangalore",1400,9290,13000000,"2 BHK Flat for sale in Jakkur, Bangalore",Mid sized Property,Mid Segment
171,Plama Heights,Flat,3 BHK,3,Yes,Bangalore,"Punappa Layout, HBR Layout,Bangalore",1800,6670,12000000,"3 BHK Flat for sale in HBR Layout, Bangalore",Mid sized Property,Mid Segment
172,GM Sri Sai Enclave,Flat,3 BHK,3,No,Bangalore,"Srinivasa Nagar, Bangalore",1490,7380,11000000,"3 BHK Flat for sale in Srinivasa Nagar, Bangalore",Mid sized Property,Mid Segment
173,Sparkle Realty The Marquise,Flat,3 BHK,3,No,Bangalore,"Hulimavu, Bangalore",1500,8670,13000000,"3 BHK Flat for sale in Hulimavu, Bangalore",Mid sized Property,Mid Segment
174,Sobha Clovelly,Flat,3 BHK,4,Yes,Bangalore,"Gaundanapalya, Uttarahalli Hobli,Bangalore",2135,11240,24000000,"3 BHK Flat for sale in Uttarahalli Hobli, Bangalore",Mid-Large sized Property,Mid Segment
175,Genesis Eco Sphere,Flat,3 BHK,3,Yes,Bangalore,"Electronics City Phase 1, Electronic City,Bangalore",1854,6740,12500000,"3 BHK Flat for sale in Electronic City, Bangalore",Mid sized Property,Mid Segment
176,Sobha City,Flat,3 BHK,3,Yes,Bangalore,"Devin Paradise Enclave, Tirumanahalli,Bangalore",1718,11060,19000000,"3 BHK Flat for sale in Tirumanahalli, Bangalore",Mid sized Property,Mid Segment
177,Bhartiya City The Loft by Bhartiya City Developers Pvt Ltd,Flat,3 BHK,3,Yes,Bangalore,"P&T Layout, Thanisandra,Bangalore",1917,7300,14000000,"3.5 BHK Flat for sale in Thanisandra, Bangalore",Mid sized Property,Mid Segment
178,Century Celeste,Flat,3 BHK,3,Yes,Bangalore,"Nehru Nagar, Bangalore",1775,6200,11000000,"3 BHK Flat for sale in Nehru Nagar, Bangalore",Mid sized Property,Mid Segment
179,Royal Legend,Flat,3 BHK,3,Yes,Bangalore,"Bommanahalli, Bangalore",1850,9730,18000000,"3 BHK Flat for sale in Bommanahalli, Bangalore",Mid sized Property,Mid Segment
180,Rigel Villa,Villa,4 BHK,4,Yes,Bangalore,"Sarjapur, Bangalore",2655,10730,28500000,"4 BHK Villa for sale in Sarjapur, Bangalore",Mid-Large sized Property,Mid Segment
181,Sai Vrushabadri Towers by Sai Projects and Developers,Flat,3 BHK,3,Yes,Bangalore,"Dodsworth Layout, Whitefield,Bangalore",1500,7930,11900000,"3 BHK Flat for sale in Whitefield, Bangalore",Mid sized Property,Mid Segment
182,Prestige Sunnyside,Flat,3 BHK,3,Yes,Bangalore,"Bhoganhalli, Bangalore",1790,8660,15500000,"3 BHK Flat for sale in Bhoganhalli, Bangalore",Mid sized Property,Mid Segment
183,NCC Nagarjuna Aster Park,Flat,3 BHK,3,Yes,Bangalore,"Vignana Kendra, Bangalore",1634,6730,11000000,"3 BHK Flat for sale in Vignana Kendra, Bangalore",Mid sized Property,Mid Segment
184,Harmony,Flat,3 BHK,3,Yes,Bangalore,"Mahadevapura, Bangalore",1506,12020,18100000,"3 BHK Flat for sale in Mahadevapura, Bangalore",Mid sized Property,Mid Segment
185,Raheja Park,Flat,3 BHK,3,No,Bangalore,"Agrahara Dasarahalli, Rajajinagar,Bangalore",1550,10320,16000000,"3 BHK Flat for sale in Rajajinagar, Bangalore",Mid sized Property,Mid Segment
186,Ansal Forte,Flat,3 BHK,3,Yes,Bangalore,"Stage 2, BTM Layout,Bangalore",1899,6050,11500000,"3 BHK Flat for sale in BTM Layout, Bangalore",Mid sized Property,Mid Segment
187,Legacy Eldora,Flat,3 BHK,4,Yes,Bangalore,"Agrahara Layout, Bangalore",2215,8580,19000000,"3 BHK Flat for sale in Agrahara Layout, Bangalore",Mid-Large sized Property,Mid Segment
188,Puravankara Purva Heights by Puravankara Limited,Flat,2 BHK,3,Yes,Bangalore,"Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",1222,8590,10500000,"2 BHK Flat for sale in Bilekahalli, Bangalore",Mid sized Property,Mid Segment
189,Sobha Ruby Platinum by Sobha Limited,Flat,3 BHK,3,Yes,Bangalore,"Nagasandra, Bangalore",1470,8500,12500000,"3 BHK Flat for sale in Nagasandra, Bangalore",Mid sized Property,Mid Segment
190,Ram Residency,Flat,3 BHK,3,No,Bangalore,"C V Raman Nagar, Bangalore",1360,8460,11500000,"3 BHK Flat for sale in C V Raman Nagar, Bangalore",Mid sized Property,Mid Segment
191,SLNS Apartment,Flat,3 BHK,3,Yes,Bangalore,"Malleswaram, Bangalore",2000,16250,32500000,"3 BHK Flat for sale in Malleswaram, Bangalore",Mid sized Property,Luxury Segment
192,Tulip Apartments,Flat,3 BHK,3,No,Bangalore,"Kartik Nagar, Bangalore",1530,7190,11000000,"3 BHK Flat for sale in Kartik Nagar, Bangalore",Mid sized Property,Mid Segment
193,Nirman I Woods,Flat,3 BHK,3,No,Bangalore,"Bellandur, Bangalore",1505,7970,12000000,"3 BHK Flat for sale in Bellandur, Bangalore",Mid sized Property,Mid Segment
194,Sobha Indraprastha,Flat,3 BHK,4,Yes,Bangalore,"Gopalapura, Binnipete,Bangalore",2030,14040,28500000,"3 BHK Flat for sale in Binnipete, Bangalore",Mid-Large sized Property,Mid Segment
195,Essem Poetree by Essem 18,Flat,2 BHK,3,No,Bangalore,"KPC Layout, Bangalore",1275,8470,10800000,"2 BHK Flat for sale in KPC Layout, Bangalore",Mid sized Property,Mid Segment
196,SLV Splendour by SLV Projects,Flat,3 BHK,3,Yes,Bangalore,"Ganapathipura, Konanakunte,Bangalore",1611,6520,10500000,"3 BHK Flat for sale in Konanakunte, Bangalore",Mid sized Property,Mid Segment
197,Aashrithaa Venus County Premium,Independent House,10 BHK,3,Yes,Bangalore,"Haragadde, Bangalore",1985,7560,15000000,"10 BHK Independent House for sale in Haragadde, Bangalore",Mid sized Property,Mid Segment
198,GR Sagar Nivas,Flat,10 BHK,5,Yes,Bangalore,"Rayasandra, Bangalore",11000,3180,35000000,"10 BHK Flat for sale in Rayasandra, Bangalore",Large Property,Luxury Segment
199,Rakesh Fantasy Garden,Flat,3 BHK,3,Yes,Bangalore,"East Of NGEF Layout, Kasturi Nagar,Bangalore",1744,7170,12500000,"3 BHK Flat for sale in Kasturi Nagar, Bangalore",Mid sized Property,Mid Segment
200,Keerthi Gardenia by Keerthi Constructions,Flat,3 BHK,3,Yes,Bangalore,"Hemmigepura, Bangalore",1680,7440,12500000,"3 BHK Flat for sale in Hemmigepura, Bangalore",Mid sized Property,Mid Segment
201,Comfort Residency,Flat,2 BHK,3,No,Bangalore,"KSRTC Colony, Shanti Nagar,Bangalore",1200,8330,10000000,"2 BHK Flat for sale in Shanti Nagar, Bangalore",Mid sized Property,Mid Segment
202,Alpine Pyramid,Flat,3 BHK,3,Yes,Bangalore,"Sahakara Nagar, Bangalore",1692,6030,10200000,"3 BHK Flat for sale in Sahakara Nagar, Bangalore",Mid sized Property,Mid Segment
203,BSR Akruthi Green Woods,Independent House,7 BHK,3,Yes,Bangalore,"Kalbalu, Bangalore",1150,11300,13000000,"7 BHK Independent House for sale in Kalbalu, Bangalore",Mid sized Property,Mid Segment
204,Brigade Gardenia,Flat,3 BHK,3,Yes,Bangalore,"7th Phase, JP Nagar,Bangalore",1630,10430,17000000,"3 BHK Flat for sale in JP Nagar, Bangalore",Mid sized Property,Mid Segment
205,Bearys Acacia Lake View,Flat,3 BHK,4,Yes,Bangalore,"Hermit Colony, Sivanchetti Gardens,Bangalore",2075,17350,36000000,"3 BHK Flat for sale in Sivanchetti Gardens, Bangalore",Mid-Large sized Property,Luxury Segment
206,Chartered Beverly Hills,Flat,3 BHK,3,Yes,Bangalore,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore",1800,7780,14000000,"3 BHK Flat for sale in Subramanyapura, Bangalore",Mid sized Property,Mid Segment
207,Sobha Aster Apartments,Flat,3 BHK,3,Yes,Bangalore,"Vijaya Bank Layout, Bilekahalli,Bangalore",1705,10560,18000000,"3 BHK Flat for sale in Bilekahalli, Bangalore",Mid sized Property,Mid Segment
208,Kesari Nandan,Flat,3 BHK,3,No,Bangalore,"Anubhav Nagar, Vijayanagar,Bangalore",1600,8940,14300000,"3 BHK Flat for sale in Vijayanagar, Bangalore",Mid sized Property,Mid Segment
209,Alliance 10 Downing,Villa,4 BHK,4,Yes,Bangalore,"Ardendale, Kannamangala,Bangalore",3500,12860,45000000,"4 BHK Villa for sale in Kannamangala, Bangalore",Mid-Large sized Property,Luxury Segment
210,DSMAX SKYSCAPE,Flat,3 BHK,3,Yes,Bangalore,"Rampura, Bangalore",1866,6970,13000000,"3 BHK Flat for sale in Rampura, Bangalore",Mid sized Property,Mid Segment
211,Deccan Habitat,Flat,3 BHK,3,Yes,Bangalore,"Yesvantpur Industrial Suburb, Yeshwanthpur,Bangalore",1780,9830,17500000,"3 BHK Flat for sale in Yeshwanthpur, Bangalore",Mid sized Property,Mid Segment
212,Koncept Nakshathra,Flat,3 BHK,3,Yes,Bangalore,"Papareddipalya, Annapurneshwari Nagar,Bangalore",1505,6980,10500000,"3 BHK Flat for sale in Annapurneshwari Nagar, Bangalore",Mid sized Property,Mid Segment
213,Urban Edifice,Flat,3 BHK,3,Yes,Bangalore,"Kanaka Nagar, Hebbal,Bangalore",1429,21340,30500000,"3 BHK Flat for sale in Hebbal, Bangalore",Mid sized Property,Luxury Segment
214,Tata Aquila Heights,Flat,3 BHK,4,Yes,Bangalore,"HMT Estate, Jalahalli,Bangalore",2058,7770,16000000,"3 BHK Flat for sale in Jalahalli, Bangalore",Mid-Large sized Property,Mid Segment
215,Reliaable Tranquil,Villa,3 BHK,4,Yes,Bangalore,"HSR Layout, Bangalore",2200,17050,37500000,"3 BHK Villa for sale in HSR Layout, Bangalore",Mid-Large sized Property,Luxury Segment
216,Antaliea Homes,Villa,4 BHK,3,Yes,Bangalore,"Agrahara Layout, Bangalore",1970,7610,15000000,"4 BHK Villa for sale in Agrahara Layout, Bangalore",Mid sized Property,Mid Segment
217,Fortune Sunnyvale,Flat,3 BHK,4,Yes,Bangalore,"Singasandra, Bangalore",2034,7870,16000000,"3 BHK Flat for sale in Singasandra, Bangalore",Mid-Large sized Property,Mid Segment
218,RJR Laguna,Flat,2 BHK,3,Yes,Bangalore,"8th Phase, JP Nagar,Bangalore",1370,8030,11000000,"2 BHK Flat for sale in JP Nagar, Bangalore",Mid sized Property,Mid Segment
219,Prestige Silversun,Flat,2 BHK,3,No,Bangalore,"Bhoganhalli, Bangalore",1221,9010,11000000,"2 BHK Flat for sale in Bhoganhalli, Bangalore",Mid sized Property,Mid Segment
220,Ittina Abha,Flat,3 BHK,3,No,Bangalore,"Gandhi Nagar, Munnekollal,Bangalore",1225,8570,10500000,"3 BHK Flat for sale in Munnekollal, Bangalore",Mid sized Property,Mid Segment
221,Hoysala Habitat,Flat,3 BHK,3,Yes,Bangalore,"Harohalli, Bangalore",1845,5690,10500000,"3 BHK Flat for sale in Harohalli, Bangalore",Mid sized Property,Mid Segment
222,Svasa Homes by The Machani Group,Flat,5 BHK,3,Yes,Bangalore,"Basavanagudi, Bangalore",4000,13750,55000000,"5 BHK Flat for sale in Basavanagudi, Bangalore",Large Property,Luxury Segment
223,Rainbow Kishore Glendale,Flat,3 BHK,3,Yes,Bangalore,"Talaghattapura, Bangalore",1487,8410,12500000,"3 BHK Flat for sale in Talaghattapura, Bangalore",Mid sized Property,Mid Segment
224,Royal Enclave,Villa,4 BHK,2,Yes,Bangalore,"Rachenahalli, Jakkur,Bangalore",3384,14780,50000000,"4 BHK Villa for sale in Jakkur, Bangalore",Mid-Large sized Property,Luxury Segment
225,SVS Palms,Flat,3 BHK,3,Yes,Bangalore,"Dodda Nekkundi Extension, Kartik Nagar,Bangalore",1632,7170,11700000,"3 BHK Flat for sale in Kartik Nagar, Bangalore",Mid sized Property,Mid Segment
226,Neeladri Mahal,Flat,3 BHK,3,Yes,Bangalore,"Jaya Chamarajendra Nagar, Bangalore",1680,8040,13500000,"3 BHK Flat for sale in Jaya Chamarajendra Nagar, Bangalore",Mid sized Property,Mid Segment
227,Koncept Nakshathra,Flat,3 BHK,3,No,Bangalore,"Papareddipalya, Annapurneshwari Nagar,Bangalore",1505,7310,11000000,"3 BHK Flat for sale in Annapurneshwari Nagar, Bangalore",Mid sized Property,Mid Segment
228,Sai Purvi Symphony,Flat,3 BHK,3,No,Bangalore,"Thippasandra, Bangalore",1540,6820,10500000,"3 BHK Flat for sale in Thippasandra, Bangalore",Mid sized Property,Mid Segment
229,Prestige West Woods,Flat,4 BHK,4,Yes,Bangalore,"Gopalapura, Binnipete,Bangalore",2563,12880,33000000,"4 BHK Flat for sale in Binnipete, Bangalore",Mid-Large sized Property,Luxury Segment
230,Sattva East Crest,Flat,3 BHK,3,Yes,Bangalore,"Konadasapura, Bangalore",1527,7530,11500000,"3 BHK Flat for sale in Konadasapura, Bangalore",Mid sized Property,Mid Segment
231,Azven Breathe,Villa,4 BHK,2,Yes,Bangalore,"Thyvakanahally, Bangalore",3418,8040,27500000,"4 BHK Villa for sale in Thyvakanahally, Bangalore",Mid-Large sized Property,Mid Segment
232,Century Celeste,Flat,3 BHK,3,Yes,Bangalore,"Nehru Nagar, Bangalore",1775,6760,12000000,"3 BHK Flat for sale in Nehru Nagar, Bangalore",Mid sized Property,Mid Segment
233,Sobha Forest View by Sobha Limited,Flat,4 BHK,2,Yes,Bangalore,"Lingadheeranahalli, Bangalore",3242,11100,36000000,"4 BHK Flat for sale in Lingadheeranahalli, Bangalore",Mid-Large sized Property,Luxury Segment
234,Puravankara Purva Highlands,Flat,3 BHK,3,Yes,Bangalore,"Vakil Garden City, Bangalore",1665,6310,10500000,"3 BHK Flat for sale in Vakil Garden City, Bangalore",Mid sized Property,Mid Segment
235,Bysani Skyway,Flat,3 BHK,3,Yes,Bangalore,"Jaya Nagar East, Jayanagar,Bangalore",1877,12520,23500000,"3 BHK Flat for sale in Jayanagar, Bangalore",Mid sized Property,Mid Segment
236,Anubhava Ishwerya Classic,Flat,3 BHK,3,No,Bangalore,"Annaiah Reddy Layout, Dodda Banaswadi,Bangalore",1410,8510,12000000,"3 BHK Flat for sale in Dodda Banaswadi, Bangalore",Mid sized Property,Mid Segment
237,Sobha Magnolia,Flat,3 BHK,3,Yes,Bangalore,"Stage 1, BTM Layout,Bangalore",1837,9800,18000000,"3 BHK Flat for sale in BTM Layout, Bangalore",Mid sized Property,Mid Segment
238,Ajmera Arista,Flat,3 BHK,4,Yes,Bangalore,"Annaiah Reddy Layout, Dodda Banaswadi,Bangalore",2034,9100,18500000,"3 BHK Flat for sale in Dodda Banaswadi, Bangalore",Mid-Large sized Property,Mid Segment
